2021.sustainlp-1.2,Evaluating the carbon footprint of {NLP} methods: a survey and analysis of existing tools,2021,-1,-1,3,0,861,nesrine bannour,Proceedings of the Second Workshop on Simple and Efficient Natural Language Processing,0,"Modern Natural Language Processing (NLP) makes intensive use of deep learning methods because of the accuracy they offer for a variety of applications. Due to the significant environmental impact of deep learning, cost-benefit analysis including carbon footprint as well as accuracy measures has been suggested to better document the use of NLP methods for research or deployment. In this paper, we review the tools that are available to measure energy use and CO2 emissions of NLP methods. We describe the scope of the measures provided and compare the use of six tools (carbon tracker, experiment impact tracker, green algorithms, ML CO2 impact, energy usage and cumulator) on named entity recognition experiments performed on different computational set-ups (local server vs. computing facility). Based on these findings, we propose actionable recommendations to accurately measure the environmental impact of NLP experiments."
W14-4907,Optimizing annotation efforts to build reliable annotated corpora for training statistical models,2014,17,5,3,0.486119,5675,cyril grouin,Proceedings of {LAW} {VIII} - The 8th Linguistic Annotation Workshop,0,"Creating high-quality manual annotations on text corpus is time-consuming and often requires the work of experts. In order to explore methods for optimizing annotation efforts, we study three key time burdens of the annotation process: (i) multiple annotations, (ii) consensus annotations, and (iii) careful annotations. Through a series of experiments using a corpus of clinical documents annotated for personally identifiable information written in French, we address each of these aspects and draw conclusions on how to make the most of an annotation effort."
deleger-etal-2014-annotation,Annotation of specialized corpora using a comprehensive entity and relation scheme,2014,15,8,5,0,17098,louise deleger,Proceedings of the Ninth International Conference on Language Resources and Evaluation ({LREC}'14),0,"Annotated corpora are essential resources for many applications in Natural Language Processing. They provide insight on the linguistic and semantic characteristics of the genre and domain covered, and can be used for the training and evaluation of automatic tools. In the biomedical domain, annotated corpora of English texts have become available for several genres and subfields. However, very few similar resources are available for languages other than English. In this paper we present an effort to produce a high-quality corpus of clinical documents in French, annotated with a comprehensive scheme of entities and relations. We present the annotation scheme as well as the results of a pilot annotation study covering 35 clinical documents in a variety of subfields and genres. We show that high inter-annotator agreement can be achieved using a complex annotation scheme."
neveol-etal-2014-language,Language Resources for {F}rench in the Biomedical Domain,2014,18,15,1,1,863,aurelie neveol,Proceedings of the Ninth International Conference on Language Resources and Evaluation ({LREC}'14),0,"The biomedical domain offers a wealth of linguistic resources for Natural Language Processing, including terminologies and corpora. While many of these resources are prominently available for English, other languages including French benefit from substantial coverage thanks to the contribution of an active community over the past decades. However, access to terminological resources in languages other than English may not be as straight-forward as access to their English counterparts. Herein, we review the extent of resource coverage for French and give pointers to access French-language resources. We also discuss the sources and methods for making additional material available for French."
F14-2030,Automatic identification of document sections for designing a {F}rench clinical corpus (Identification automatique de zones dans des documents pour la constitution d{'}un corpus m{\\'e}dical en fran{\\c{c}}ais) [in {F}rench],2014,-1,-1,2,0,17098,louise deleger,Proceedings of TALN 2014 (Volume 2: Short Papers),0,None
W11-0213,Automatic extraction of data deposition statements: where do the research results go?,2011,3,0,1,1,863,aurelie neveol,Proceedings of {B}io{NLP} 2011 Workshop,0,"Research in the biomedical domain can have a major impact through open sharing of data produced. In this study, we use machine learning for the automatic identification of data deposition sentences in research articles. Articles containing deposition sentences are correctly identified with 73% f-measure. These results show the potential impact of our method for literature curation."
W09-1319,Exploring Two Biomedical Text Genres for Disease Recognition,2009,23,25,1,1,863,aurelie neveol,Proceedings of the {B}io{NLP} 2009 Workshop,0,"In the framework of contextual information retrieval in the biomedical domain, this paper reports on the automatic detection of disease concepts in two genres of biomedical text: sentences from the literature and PubMed user queries. A statistical model and a Natural Language Processing algorithm for disease recognition were applied on both corpora. While both methods show good performance (F=77% vs. F=76%) on the sentence corpus, results on the query corpus indicate that the statistical model is more robust (F=74% vs. F=70%)."
W08-0612,Automatic inference of indexing rules for {MEDLINE},2008,21,11,1,1,863,aurelie neveol,Proceedings of the Workshop on Current Trends in Biomedical Natural Language Processing,0,"This paper describes the use and customization of Inductive Logic Programming (ILP) to infer indexing rules from MEDLINE citations. Preliminary results suggest this method may enhance the subheading attachment module of the Medical Text Indexer, a system for assisting MEDLINE indexers."
2008.jeptalnrecital-long.30,Apprentissage artificiel de r{\\`e}gles d{'}indexation pour {MEDLINE},2008,12,0,1,1,863,aurelie neveol,Actes de la 15{\\`e}me conf{\\'e}rence sur le Traitement Automatique des Langues Naturelles. Articles longs,0,"L{'}indexation est une composante importante de tout syst{\`e}me de recherche d{'}information. Dans MEDLINE, la base documentaire de r{\'e}f{\'e}rence pour la litt{\'e}rature du domaine biom{\'e}dical, le contenu des articles r{\'e}f{\'e}renc{\'e}s est index{\'e} {\`a} l{'}aide de descripteurs issus du th{\'e}saurus MeSH. Avec l{'}augmentation constante de publications {\`a} indexer pour maintenir la base {\`a} jour, le besoin d{'}outils automatiques se fait pressant pour les indexeurs. Dans cet article, nous d{\'e}crivons l{'}utilisation et l{'}adaptation de la Programmation Logique Inductive (PLI) pour d{\'e}couvrir des r{\`e}gles d{'}indexation permettant de g{\'e}n{\'e}rer automatiquement des recommandations d{'}indexation pour MEDLINE. Les r{\'e}sultats obtenus par cette approche originale sont tr{\`e}s satisfaisants compar{\'e}s {\`a} ceux obtenus {\`a} l{'}aide de r{\`e}gles manuelles lorsque celles-ci existent. Ainsi, les jeux de r{\`e}gles obtenus par PLI devraient {\^e}tre prochainement int{\'e}gr{\'e}s au syst{\`e}me produisant les recommandations d{'}indexation automatique pour MEDLINE."
W07-1014,From indexing the biomedical literature to coding clinical text: experience with {MTI} and machine learning approaches,2007,11,45,7,0,38556,alan aronson,"Biological, translational, and clinical language processing",0,"This paper describes the application of an ensemble of indexing and classification systems, which have been shown to be successful in information retrieval and classification of medical literature, to a new task of assigning ICD-9-CM codes to the clinical history and impression sections of radiology reports. The basic methods used are: a modification of the NLM Medical Text Indexer system, SVM, k-NN and a simple pattern-matching method. The basic methods are combined using a variant of stacking. Evaluated in the context of a Medical NLP Challenge, fusion produced an F-score of 0.85 on the Challenge test set, which is considerably above the mean Challenge F-score of 0.77 for 44 participating groups."
W07-1026,Automatic Indexing of Specialized Documents: Using Generic vs. Domain-Specific Document Representations,2007,20,7,1,1,863,aurelie neveol,"Biological, translational, and clinical language processing",0,"The shift from paper to electronic documents has caused the curation of information sources in large electronic databases to become more generalized. In the biomedical domain, continuing efforts aim at refining indexing tools to assist with the update and maintenance of databases such as MEDLINExc2xae. In this paper, we evaluate two statistical methods of producing MeSHxc2xae indexing recommendations for the genetics literature, including recommendations involving subheadings, which is a novel application for the methods. We show that a generic representation of the documents yields both better precision and recall. We also find that a domain-specific representation of the documents can contribute to enhancing recall."
2005.jeptalnrecital-court.16,Indexation automatique de ressources de sant{\\'e} {\\`a} l{'}aide de paires de descripteurs {M}e{SH},2005,-1,-1,1,1,863,aurelie neveol,Actes de la 12{\\`e}me conf{\\'e}rence sur le Traitement Automatique des Langues Naturelles. Articles courts,0,"Depuis quelques ann{\'e}es, m{\'e}decins et documentalistes doivent faire face {\`a} une demande croissante dans le domaine du codage m{\'e}dico-{\'e}conomique et de l{'}indexation des diverses sources d{'}information disponibles dans le domaine de la sant{\'e}. Il est donc n{\'e}cessaire de d{\'e}velopper des outils d{'}indexation automatique qui r{\'e}duisent les d{\'e}lais d{'}indexation et facilitent l{'}acc{\`e}s aux ressources m{\'e}dicales. Nous proposons deux m{\'e}thodes d{'}indexation automatique de ressources de sant{\'e} {\`a} l{'}aide de paires de descripteurs MeSH. La combinaison de ces deux m{\'e}thodes permet d{'}optimiser les r{\'e}sulats en exploitant la compl{\'e}mentarit{\'e} des approches. Les performances obtenues sont {\'e}quivalentes {\`a} celles des outils de la litt{\'e}rature pour une indexation {\`a} l{'}aide de descripteurs seuls."
2004.jeptalnrecital-recital.3,Indexation automatique de ressources de sant{\\'e} {\\`a} l{'}aide d{'}un vocabulaire contr{\\^o}l{\\'e},2004,-1,-1,1,1,863,aurelie neveol,Actes de la 11{\\`e}me conf{\\'e}rence sur le Traitement Automatique des Langues Naturelles. REncontres jeunes Chercheurs en Informatique pour le Traitement Automatique des Langues,0,"Nous pr{\'e}sentons ici le syst{\`e}me d{'}indexation automatique actuellement en cours de d{\'e}veloppement dans l{'}{\'e}quipe CISMeF afin d{'}aider les documentalistes lors de l{'}indexation de ressources de sant{\'e}. Nous d{\'e}taillons l{'}architecture du syst{\`e}me pour l{'}extraction de mots cl{\'e}s MeSH, et pr{\'e}sentons les r{\'e}sultats d{'}une premi{\`e}re {\'e}valuation. La strat{\'e}gie d{'}indexation choisie atteint une pr{\'e}cision comparable {\`a} celle des syst{\`e}mes existants. De plus, elle permet d{'}extraire des paires mot cl{\'e}/qualificatif, et non des termes isol{\'e}s, ce qui constitue une indexation beaucoup plus fine. Les travaux en cours s{'}attachent {\`a} {\'e}tendre la couverture des dictionnaires, et des tests {\`a} plus grande {\'e}chelle sont envisag{\'e}s afin de valider le syst{\`e}me et d{'}{\'e}valuer sa valeur ajout{\'e}e dans le travail quotidien des documentalistes."
