W18-3814,Construction of a Multilingual Corpus Annotated with Translation Relations,2018,-1,-1,2,0,17661,yuming zhai,Proceedings of the First Workshop on Linguistic Resources for Natural Language Processing,0,"Translation relations, which distinguish literal translation from other translation techniques, constitute an important subject of study for human translators (Chuquet and Paillard, 1989). However, automatic processing techniques based on interlingual relations, such as machine translation or paraphrase generation exploiting translational equivalence, have not exploited these relations explicitly until now. In this work, we present a categorisation of translation relations and annotate them in a parallel multilingual (English, French, Chinese) corpus of oral presentations, the TED Talks. Our long term objective will be to automatically detect these relations in order to integrate them as important characteristics for the search of monolingual segments in relation of equivalence (paraphrases) or of entailment. The annotated corpus resulting from our work will be made available to the community."
2009.jeptalnrecital-court.28,Plusieurs langues (bien choisies) valent mieux qu{'}une : traduction statistique multi-source par renforcement lexical,2009,17,3,2,0.341263,836,josep crego,Actes de la 16{\\`e}me conf{\\'e}rence sur le Traitement Automatique des Langues Naturelles. Articles courts,0,"Les syst{\`e}mes de traduction statistiques int{\`e}grent diff{\'e}rents types de mod{\`e}les dont les pr{\'e}dictions sont combin{\'e}es, lors du d{\'e}codage, afin de produire les meilleures traductions possibles. Traduire correctement des mots polys{\'e}miques, comme, par exemple, le mot avocat du fran{\c{c}}ais vers l{'}anglais (lawyer ou avocado), requiert l{'}utilisation de mod{\`e}les suppl{\'e}mentaires, dont l{'}estimation et l{'}int{\'e}gration s{'}av{\`e}rent complexes. Une alternative consiste {\`a} tirer parti de l{'}observation selon laquelle les ambigu{\""\i}t{\'e}s li{\'e}es {\`a} la polys{\'e}mie ne sont pas les m{\^e}mes selon les langues source consid{\'e}r{\'e}es. Si l{'}on dispose, par exemple, d{'}une traduction vers l{'}espagnol dans laquelle avocat a {\'e}t{\'e} traduit par aguacate, alors la traduction de ce mot vers l{'}anglais n{'}est plus ambigu{\""e}. Ainsi, la connaissance d{'}une traduction fran{\c{c}}ais!espagnol permet de renforcer la s{\'e}lection de la traduction avocado pour le syst{\`e}me fran{\c{c}}ais!anglais. Dans cet article, nous proposons d{'}utiliser des documents en plusieurs langues pour renforcer les choix lexicaux effectu{\'e}s par un syst{\`e}me de traduction automatique. En particulier, nous montrons une am{\'e}lioration des performances sur plusieurs m{\'e}triques lorsque les traductions auxiliaires utilis{\'e}es sont obtenues manuellement."
W08-1911,Looking up phrase rephrasings via a pivot language,2008,21,3,1,1,28247,aurelien max,Coling 2008: Proceedings of the Workshop on Cognitive Aspects of the Lexicon ({COGALEX} 2008),0,"Rephrasing text spans is a common task when revising a text. However, traditional dictionaries often cannot provide direct assistance to writers in performing this task. In this article, we describe an approach to obtain a monolingual phrase lexicon using techniques used in Statistical Machine Translation. A part to be rephrased is first translated into a pivot language, and then translated back into the original language. Models for assessing fluency, meaning preservation and lexical divergence are used to rank possible rephrasings, and their relative weight can be tuned by the user so as to better address her needs. An evaluation shows that these models can be used successfully to select rephrasings that are likely to be useful to a writer."
toney-etal-2008-evaluation,An Evaluation of Spoken and Textual Interaction in the {RITEL} Interactive Question Answering System,2008,6,12,3,0,48266,dave toney,Proceedings of the Sixth International Conference on Language Resources and Evaluation ({LREC}'08),0,"The RITEL project aims to integrate a spoken language dialogue system and an open-domain information retrieval system in order to enable human users to ask a general question and to refine their search for information interactively. This type of system is often referred to as an Interactive Question Answering (IQA) system. In this paper, we present an evaluation of how the performance of the RITEL system differs when users interact with it using spoken versus textual input and output. Our results indicate that while users do not perceive the two versions to perform significantly differently, many more questions are asked in a typical text-based dialogue."
2008.jeptalnrecital-long.23,G{\\'e}n{\\'e}ration de reformulations locales par pivot pour l{'}aide {\\`a} la r{\\'e}vision,2008,-1,-1,1,1,28247,aurelien max,Actes de la 15{\\`e}me conf{\\'e}rence sur le Traitement Automatique des Langues Naturelles. Articles longs,0,"Cet article pr{\'e}sente une approche pour obtenir des paraphrases pour de courts segments de texte qui peuvent aider un r{\'e}dacteur {\`a} reformuler localement des textes. La ressource principale utilis{\'e}e est une table d{'}alignements bilingues de segments d{'}un syst{\`e}me de traduction automatique statistique. Un segment marqu{\'e} par le r{\'e}dacteur est tout d{'}abord traduit dans une langue pivot avant d{'}{\^e}tre traduit {\`a} nouveau dans la langue d{'}origine, ce qui est permis par la nature m{\^e}me de la ressource bilingue utilis{\'e}e sans avoir recours {\`a} un processus de traduction complet. Le cadre propos{\'e} permet l{'}int{\'e}gration et la combinaison de diff{\'e}rents mod{\`e}les d{'}estimation de la qualit{\'e} des paraphrases. Des mod{\`e}les linguistiques tentant de prendre en compte des caract{\'e}ristiques des paraphrases de courts segments de textes sont propos{\'e}s, et une {\'e}valuation est d{\'e}crite et ses r{\'e}sultats analys{\'e}s. Les domaines d{'}application possibles incluent, outre l{'}aide {\`a} la reformulation, le r{\'e}sum{\'e} et la r{\'e}{\'e}criture des textes pour r{\'e}pondre {\`a} des conventions ou {\`a} des pr{\'e}f{\'e}rences stylistiques. L{'}approche est critiqu{\'e}e et des perspectives d{'}am{\'e}lioration sont propos{\'e}es."
2008.eamt-1.17,Explorations in using grammatical dependencies for contextual phrase translation disambiguation,2008,9,9,1,1,28247,aurelien max,Proceedings of the 12th Annual conference of the European Association for Machine Translation,0,"Recent research has shown the importance of using source context information to disambiguate source phrases in phrase-based Sta- tistical Machine Translation. Although encouraging results have been obtained, those studies mostly focus on translating into a less inflected target language. In this article, we present an attempt at using source context information to translate from English into French. In addition to information extracted from the immediate context of a source phrase, we also exploit grammatical dependencies information. While automatic evaluation does not exhibit a significant dierence, a manual evaluation we conducted provides evidence that our context-aware translation en- gine outperforms its context-insensitive counterpart."
2005.jeptalnrecital-court.15,Simplification interactive pour la production de textes adapt{\\'e}s aux personnes souffrant de troubles de la compr{\\'e}hension,2005,-1,-1,1,1,28247,aurelien max,Actes de la 12{\\`e}me conf{\\'e}rence sur le Traitement Automatique des Langues Naturelles. Articles courts,0,"Cet article traite du probl{\`e}me de la compr{\'e}hensibilit{\'e} des textes et en particulier du besoin de simplifier la complexit{\'e} syntaxique des phrases pour des lecteurs souffrant de troubles de la compr{\'e}hension. Nous pr{\'e}sentons une approche {\`a} base de r{\`e}gles de simplification d{\'e}velopp{\'e}es manuellement et son int{\'e}gration dans un traitement de texte. Cette int{\'e}gration permet la validation interactive de simplifications candidates produites par le syst{\`e}me, et lie la t{\^a}che de cr{\'e}ation de texte simplifi{\'e} {\`a} celle de r{\'e}daction."
W04-1710,he Syntax Student{'}s Companion: an e{L}earning Tool designed for (Computational) Linguistics Students,2004,8,1,1,1,28247,aurelien max,Proceedings of the Workshop on e{L}earning for Computational Linguistics and Computational Linguistics for e{L}earning,0,"This paper advocates the use of free and easily accessible computer programs in teaching. The motivating reasons for a particular program supporting the learning of syntax are given, and a first version of the program is presented and illustrated. Initial evaluation results led to additional specifications and to the development of a new version of the program that is introduced. Finally, several perspectives for such a support tool are drawn."
W04-0915,Interpreting communicative goals in constrained domains using generation and interactive negotiation,2004,13,1,1,1,28247,aurelien max,Proceedings of the 2nd Workshop on Text Meaning and Interpretation,0,"This article presents an approach to interpret the content of documents in constrained domains at the level of communicative goals. The kind of knowledge used contains descriptions of well-formed document contents and texts that can be produced from them. The automatic analysis of text content is followed by an interactive negotiation phase involving an expert of the class of documents. Motivating reasons are given for an application of this approach, document normalization, and an implemented system is briefly introduced."
C04-1166,From Controlled Document Authoring to Interactive Document Normalization,2004,9,2,1,1,28247,aurelien max,{COLING} 2004: Proceedings of the 20th International Conference on Computational Linguistics,0,"This paper presents an approach to normalize documents in constrained domains. This approach reuses resources developed for controlled document authoring and is decomposed into three phases. First, candidate content representations for an input document are automatically built. Then, the content representation that best corresponds to the document according to an expert of the class of documents is identified. This content representation is finally used to generate the normalized version of the document. The current version of our prototype system is presented, and its limitations are discussed."
W03-2204,Multi-language Machine Translation through Interactive Document Normalization,2003,14,3,1,1,28247,aurelien max,"Proceedings of the 7th International {EAMT} workshop on {MT} and other language technology tools, Improving {MT} through other language technology tools, Resource and tools for building {MT} at {EACL} 2003",0,"Document normalization is an interactive process that transforms raw legacy documents into semantically well-formed and linguistically controlled documents with the same communicative intention content. A paradigm for content analysis has been implemented to select candidate semantic representations of the communicative content of an input document. This implementation reuses the formal content specification of a multilingual controlled authoring system. As a consequence, a candidate semantic representation can not only be associated with a text in the language of the input document, but also in all the languages supported by the system. This paper presents how multilingual versions of an input legacy document can be obtained interactively with a proposed implementation, and discusses the advantages and limitations of this kind of normalizing translation."
P03-2017,Towards Interactive Text Understanding,2003,16,4,2,0,26373,marc dymetman,The Companion Volume to the Proceedings of 41st Annual Meeting of the Association for Computational Linguistics,0,This position paper argues for an interactive approach to text understanding. The proposed model extends an existing semantics-based text authoring system by using the input text as a source of information to assist the user in re-authoring its content. The approach permits a reliable deep semantic analysis by combining automatic information extraction with a minimal amount of human intervention.
E03-3006,Reversing Controlled Document Authoring to Normalize Documents,2003,13,5,1,1,28247,aurelien max,Student Research Workshop,0,"This paper introduces document normalization, and addresses the issue of whether controlled document authoring systems can be used in a reverse mode to normalize legacy documents. A paradigm for deep content analysis using such a system is proposed, and an architecture for a document normalization system is described."
2002.jeptalnrecital-recital.8,Normalisation de documents par analyse du contenu {\\`a} l{'}aide d{'}un mod{\\`e}le s{\\'e}mantique et d{'}un g{\\'e}n{\\'e}rateur,2002,-1,-1,1,1,28247,aurelien max,Actes de la 9{\\`e}me conf{\\'e}rence sur le Traitement Automatique des Langues Naturelles. REncontres jeunes Chercheurs en Informatique pour le Traitement Automatique des Langues,0,La probl{\'e}matique de la normalisation de documents est introduite et illustr{\'e}e par des exemples issus de notices pharmaceutiques. Un paradigme pour l{'}analyse du contenu des documents est propos{\'e}. Ce paradigme se base sur la sp{\'e}cification formelle de la s{\'e}mantique des documents et utilise une notion de similarit{\'e} floue entre les pr{\'e}dictions textuelles d{'}un g{\'e}n{\'e}rateur de texte et le texte du document {\`a} analyser. Une impl{\'e}mentation initiale du paradigme est pr{\'e}sent{\'e}e.
